SKU,Description,Extended Descriptions,Department,Category,MSRP,Supplier,SupplierCost,Reordernumber,Default Price,Default Cost,Size,Color,Team,Syncode 1 (Product Line),Barcode Number,Style,League,Series/Sport,Royalty Class,Season,Driver/Player Marks,Car/Player #,Sponsor,Year,Event/Program Marks,Owner,NTP Code,Royalty Code,Brand,Country Origin,Royalty Free,ParentLocation,ImportToAllLocations,BarcodeType,Taxable,ImportCompleted,SpecialInstructions,LocationKey,TaxGroup,ReplyTo
,TSHIRT FILIPINO SUN STARS,,MENS,SS TEES,$25.00 ,NoSupplier,$6.90 ,GRA,$25.00 ,$6.90 ,XXL,BLK,San Francisco Giants,Inherited,300298,TSHIRT FILIPINO SUN STARS,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT BRIDGE PATCH TWO SIDED,,MENS,SS TEES,$20.00 ,NoSupplier,$7.75 ,GRA,$20.00 ,$7.75 ,XXL,BLK,San Francisco Giants,Inherited,300734,TSHIRT BRIDGE PATCH TWO SIDED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT SPLASH BALL LOGO,,MENS,SS TEES,$20.00 ,NoSupplier,$7.25 ,GRA,$20.00 ,$7.25 ,XL,GRAPHITE,San Francisco Giants,Inherited,12980,TSHIRT SPLASH BALL LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S NK HVYWT CTN,,MENS,SS TEES,$45.00 ,NoSupplier,$17.60 ,NIK,$45.00 ,$17.60 ,XXL,BLK,San Francisco Giants,Inherited,14844,TSHIRT L/S NK HVYWT CTN,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT FILIPINO SUN STARS,,MENS,SS TEES,$25.00 ,NoSupplier,$6.04 ,GRA,$25.00 ,$6.04 ,S,BLK,San Francisco Giants,Inherited,4354,TSHIRT FILIPINO SUN STARS,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT FOUR SQUARE,,MENS,SS TEES,$15.00 ,NoSupplier,$6.00 ,GRA,$15.00 ,$6.00 ,XXL,WHI,San Francisco Giants,Inherited,300925,TSHIRT FOUR SQUARE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET TSHIRT WINGS,,MENS,SS TEES,$20.00 ,NoSupplier,$7.25 ,GRA,$20.00 ,$7.25 ,XXL,BLK,San Francisco Giants,Inherited,301899,MET TSHIRT WINGS,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT RETRO SCRIPT BRIDGE,,MENS,SS TEES,$20.00 ,NoSupplier,$7.25 ,GRA,$20.00 ,$7.25 ,XXL,CHAR,San Francisco Giants,Inherited,17953,TSHIRT RETRO SCRIPT BRIDGE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT ARCH SAN FRANCISCO,,MENS,SS TEES,$20.00 ,NoSupplier,$7.25 ,GRA,$20.00 ,$7.25 ,S,GREY,San Francisco Giants,Inherited,721,TSHIRT ARCH SAN FRANCISCO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT ARCH SAN FRANCISCO,,MENS,SS TEES,$20.00 ,NoSupplier,$7.25 ,GRA,$20.00 ,$7.25 ,XXL,GREY,San Francisco Giants,Inherited,626,TSHIRT ARCH SAN FRANCISCO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT LOGO LEFT CHEST,,MENS,SS TEES,$39.00 ,NoSupplier,$16.50 ,GEA,$39.00 ,$16.50 ,S,GREY,San Francisco Giants,Inherited,302690,TSHIRT LOGO LEFT CHEST,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT THRASHER CROIX,,MENS,SS TEES,$45.00 ,NoSupplier,$17.50 ,BNR,$45.00 ,$17.50 ,M,BLK,San Francisco Giants,Inherited,305541,TSHIRT THRASHER CROIX,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT FOUR SQUARE,,MENS,SS TEES,$15.00 ,NoSupplier,$6.00 ,GRA,$15.00 ,$6.00 ,M,WHI,San Francisco Giants,Inherited,305517,TSHIRT FOUR SQUARE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,GD TSHIRT STEAL YOUR FACE,,MENS,SS TEES,$14.99 ,NoSupplier,$6.58 ,GRA,$14.99 ,$6.58 ,SM,RDBL,San Francisco Giants,Inherited,302485,GD TSHIRT STEAL YOUR FACE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT ARCH SAN FRANCISCO,,MENS,SS TEES,$20.00 ,NoSupplier,$8.25 ,GRA,$20.00 ,$8.25 ,XXXL,GREY,San Francisco Giants,Inherited,302640,TSHIRT ARCH SAN FRANCISCO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT SCRIPT SAN FRANCISCO,,MENS,SS TEES,$20.00 ,NoSupplier,$8.25 ,GRA,$20.00 ,$8.25 ,XXXL,BLK,San Francisco Giants,Inherited,301903,TSHIRT SCRIPT SAN FRANCISCO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET TSHIRT WINGS,,MENS,SS TEES,$20.00 ,NoSupplier,$7.25 ,GRA,$20.00 ,$7.25 ,S,BLK,San Francisco Giants,Inherited,5749,MET TSHIRT WINGS,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT BRIDGE CITY NAME SF,,MENS,SS TEES,$20.00 ,NoSupplier,$8.25 ,GRA,$20.00 ,$8.25 ,XXXL,ORG,San Francisco Giants,Inherited,10068,TSHIRT BRIDGE CITY NAME SF,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT IOG 2018 BALL BRIDGE,,MENS,SS TEES,$29.00 ,NoSupplier,$8.00 ,BNR,$29.00 ,$8.00 ,XXL,BLK,San Francisco Giants,Inherited,7696,TSHIRT IOG 2018 BALL BRIDGE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT THRASHER SF BACK,,MENS,SS TEES,$55.00 ,NoSupplier,$20.90 ,BNR,$55.00 ,$20.90 ,M,BLK,San Francisco Giants,Inherited,18688,TSHIRT THRASHER SF BACK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,MET TSHIRT WINGS,,MENS,SS TEES,$20.00 ,NoSupplier,$7.25 ,GRA,$20.00 ,$7.25 ,XXXL,BLK,San Francisco Giants,Inherited,14049,MET TSHIRT WINGS,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT CITY SKYLINE SUNSET,,MENS,SS TEES,$20.00 ,NoSupplier,$8.25 ,GRA,$20.00 ,$8.25 ,XXXL,WHI,San Francisco Giants,Inherited,10615,TSHIRT CITY SKYLINE SUNSET,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT NORCAL STADIUM BEAR,,MENS,SS TEES,$19.99 ,NoSupplier,$14.00 ,NHS,$19.99 ,$14.00 ,S,ORG,San Francisco Giants,Inherited,10606,TSHIRT NORCAL STADIUM BEAR,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT TROPICAL,,MENS,SS TEES,$69.00 ,NoSupplier,$28.25 ,TB,$69.00 ,$28.25 ,L,WHI,San Francisco Giants,Inherited,28573,TSHIRT TROPICAL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT LOGO LEFT CHEST,,MENS,SS TEES,$39.00 ,NoSupplier,$16.50 ,GEA,$39.00 ,$16.50 ,XL,GREY,San Francisco Giants,Inherited,300875,TSHIRT LOGO LEFT CHEST,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT THRASHER CROIX,,MENS,SS TEES,$45.00 ,NoSupplier,$17.50 ,BNR,$45.00 ,$17.50 ,S,BLK,San Francisco Giants,Inherited,300870,TSHIRT THRASHER CROIX,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT THRASHER CROIX,,MENS,SS TEES,$45.00 ,NoSupplier,$17.50 ,BNR,$45.00 ,$17.50 ,XL,BLK,San Francisco Giants,Inherited,14814,TSHIRT THRASHER CROIX,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT FILIPINO SUN STARS,,MENS,SS TEES,$25.00 ,NoSupplier,$5.55 ,GRA,$25.00 ,$5.55 ,M,BLK,San Francisco Giants,Inherited,6729,TSHIRT FILIPINO SUN STARS,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT BRIDGE PATCH TWO SIDED,,MENS,SS TEES,$20.00 ,NoSupplier,$8.75 ,GRA,$20.00 ,$8.75 ,XXXL,BLK,San Francisco Giants,Inherited,300309,TSHIRT BRIDGE PATCH TWO SIDED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT RETRO SCRIPT BRIDGE,,MENS,SS TEES,$20.00 ,NoSupplier,$8.25 ,GRA,$20.00 ,$8.25 ,XXXL,CHAR,San Francisco Giants,Inherited,300293,TSHIRT RETRO SCRIPT BRIDGE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S NK HVYWT CTN,,MENS,SS TEES,$45.00 ,NoSupplier,$17.60 ,NIK,$45.00 ,$17.60 ,XL,BLK,San Francisco Giants,Inherited,14596,TSHIRT L/S NK HVYWT CTN,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT UA TWIST RAGLAN,,MENS,SS TEES,$55.00 ,NoSupplier,$22.50 ,GEA,$55.00 ,$22.50 ,XXL,ORBK,San Francisco Giants,Inherited,16493,TSHIRT UA TWIST RAGLAN,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT TROPICAL,,MENS,SS TEES,$69.00 ,NoSupplier,$28.25 ,TB,$69.00 ,$28.25 ,XL,WHI,San Francisco Giants,Inherited,300926,TSHIRT TROPICAL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT STRIPE ACROSS,,MENS,SS TEES,$39.00 ,NoSupplier,$16.50 ,GEA,$39.00 ,$16.50 ,XXL,BLK,San Francisco Giants,Inherited,18514,TSHIRT STRIPE ACROSS,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT 60TH GIANTS LOGO,,MENS,SS TEES,$14.99 ,NoSupplier,$7.25 ,GRA,$14.99 ,$7.25 ,S,BLK,San Francisco Giants,Inherited,301898,TSHIRT 60TH GIANTS LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT FOUR SQUARE,,MENS,SS TEES,$15.00 ,NoSupplier,$6.00 ,GRA,$15.00 ,$6.00 ,S,WHI,San Francisco Giants,Inherited,16644,TSHIRT FOUR SQUARE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT SHIELD BRIDGE ANCHOR,,MENS,SS TEES,$15.00 ,NoSupplier,$6.00 ,GRA,$15.00 ,$6.00 ,L,BLK,San Francisco Giants,Inherited,302691,TSHIRT SHIELD BRIDGE ANCHOR,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S NK HVYWT CTN,,MENS,SS TEES,$45.00 ,NoSupplier,$17.60 ,NIK,$45.00 ,$17.60 ,S,BLK,San Francisco Giants,Inherited,12350,TSHIRT L/S NK HVYWT CTN,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT THRASHER CROIX,,MENS,SS TEES,$45.00 ,NoSupplier,$17.50 ,BNR,$45.00 ,$17.50 ,XXL,BLK,San Francisco Giants,Inherited,12353,TSHIRT THRASHER CROIX,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,GD TSHIRT STEAL YOUR FACE,,MENS,SS TEES,$14.99 ,NoSupplier,$7.22 ,GRA,$14.99 ,$7.22 ,XXXL,RDBL,San Francisco Giants,Inherited,300083,GD TSHIRT STEAL YOUR FACE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT SHIELD BRIDGE ANCHOR,,MENS,SS TEES,$15.00 ,NoSupplier,$6.00 ,GRA,$15.00 ,$6.00 ,M,BLK,San Francisco Giants,Inherited,14847,TSHIRT SHIELD BRIDGE ANCHOR,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT PLAYER BLACK STITCH,,MENS,SS TEES,$29.00 ,NoSupplier,$10.25 ,MAJ,$29.00 ,$10.25 ,XXL,MAYS,San Francisco Giants,Inherited,300658,TSHIRT PLAYER BLACK STITCH,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT TROPICAL,,MENS,SS TEES,$69.00 ,NoSupplier,$28.25 ,TB,$69.00 ,$28.25 ,XXL,WHI,San Francisco Giants,Inherited,17526,TSHIRT TROPICAL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT HOLIDAY 2018,,MENS,SS TEES,$14.99 ,NoSupplier,$7.25 ,GRA,$14.99 ,$7.25 ,M,BLK,San Francisco Giants,Inherited,302788,TSHIRT HOLIDAY 2018,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,14PS PS TSHIRT LOCKER ROOM,,MENS,SS TEES,$4.99 ,NoSupplier,$12.41 ,MAJ,$4.99 ,$12.41 ,XXL,CHAR,San Francisco Giants,Inherited,16855,14PS PS TSHIRT LOCKER ROOM,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT THRASHER SF BACK,,MENS,SS TEES,$55.00 ,NoSupplier,$20.90 ,BNR,$55.00 ,$20.90 ,S,BLK,San Francisco Giants,Inherited,302708,TSHIRT THRASHER SF BACK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT LOGO LEFT CHEST,,MENS,SS TEES,$39.00 ,NoSupplier,$16.50 ,GEA,$39.00 ,$16.50 ,XXL,GREY,San Francisco Giants,Inherited,8791,TSHIRT LOGO LEFT CHEST,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,GSW TSHIRT GRIT SCRUM,,MENS,SS TEES,$24.99 ,NoSupplier,$17.10 ,BNR,$24.99 ,$17.10 ,XXL,BLUE,San Francisco Giants,Inherited,302697,GSW TSHIRT GRIT SCRUM,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT 60TH GIANTS LOGO,,MENS,SS TEES,$14.99 ,NoSupplier,$7.25 ,GRA,$14.99 ,$7.25 ,M,BLK,San Francisco Giants,Inherited,301206,TSHIRT 60TH GIANTS LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT 60TH GIANTS LOGO,,MENS,SS TEES,$14.99 ,NoSupplier,$7.25 ,GRA,$14.99 ,$7.25 ,S,GRY,San Francisco Giants,Inherited,8326,TSHIRT 60TH GIANTS LOGO,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT HOLIDAY 2018,,MENS,SS TEES,$14.99 ,NoSupplier,$7.25 ,GRA,$14.99 ,$7.25 ,XXL,BLK,San Francisco Giants,Inherited,8301,TSHIRT HOLIDAY 2018,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT STEAL YOUR BASE,,MENS,SS TEES,$29.00 ,NoSupplier,$11.00 ,LIQ,$29.00 ,$11.00 ,S,BLK,San Francisco Giants,Inherited,7700,TSHIRT STEAL YOUR BASE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT TROPICAL,,MENS,SS TEES,$69.00 ,NoSupplier,$28.25 ,TB,$69.00 ,$28.25 ,S,WHI,San Francisco Giants,Inherited,7619,TSHIRT TROPICAL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT TROPICAL,,MENS,SS TEES,$69.00 ,NoSupplier,$28.25 ,TB,$69.00 ,$28.25 ,M,WHI,San Francisco Giants,Inherited,14054,TSHIRT TROPICAL,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TSHIRT ALL TEAM,,MENS,SS TEES,$32.00 ,NoSupplier,$12.50 ,BNR,$32.00 ,$12.50 ,,GREY,San Francisco Giants,Inherited,43886,SPTR19 TSHIRT ALL TEAM,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TSHIRT BEER MUG,,MENS,SS TEES,$29.00 ,NoSupplier,$10.00 ,BNR,$29.00 ,$10.00 ,,BLK,San Francisco Giants,Inherited,300108,SPTR19 TSHIRT BEER MUG,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TSHIRT DESERT SCENE,,MENS,SS TEES,$29.00 ,NoSupplier,$10.00 ,BNR,$29.00 ,$10.00 ,,WHI,San Francisco Giants,Inherited,302110,SPTR19 TSHIRT DESERT SCENE,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TSHIRT DOUBLE SIDED,,MENS,SS TEES,$29.00 ,NoSupplier,$11.30 ,BNR,$29.00 ,$11.30 ,,ORG,San Francisco Giants,Inherited,300882,SPTR19 TSHIRT DOUBLE SIDED,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,SPTR19 TSHIRT STAMP,,MENS,SS TEES,$29.00 ,NoSupplier,$10.00 ,BNR,$29.00 ,$10.00 ,,GREY,San Francisco Giants,Inherited,16682,SPTR19 TSHIRT STAMP,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT GRANDSTAND MATCH,,MENS,SS TEES,$35.00 ,NoSupplier,$13.40 ,BNR,$35.00 ,$13.40 ,S,BLK,San Francisco Giants,Inherited,16700,TSHIRT GRANDSTAND MATCH,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT GRANDSTAND MATCH,,MENS,SS TEES,$35.00 ,NoSupplier,$13.40 ,BNR,$35.00 ,$13.40 ,M,BLK,San Francisco Giants,Inherited,16671,TSHIRT GRANDSTAND MATCH,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT GRANDSTAND MATCH,,MENS,SS TEES,$35.00 ,NoSupplier,$13.40 ,BNR,$35.00 ,$13.40 ,L,BLK,San Francisco Giants,Inherited,14820,TSHIRT GRANDSTAND MATCH,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT GRANDSTAND MATCH,,MENS,SS TEES,$35.00 ,NoSupplier,$13.40 ,BNR,$35.00 ,$13.40 ,XL,BLK,San Francisco Giants,Inherited,8774,TSHIRT GRANDSTAND MATCH,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT GRANDSTAND MATCH,,MENS,SS TEES,$35.00 ,NoSupplier,$13.40 ,BNR,$35.00 ,$13.40 ,XXL,BLK,San Francisco Giants,Inherited,16331,TSHIRT GRANDSTAND MATCH,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT RAGLAN IMPRINT CLUB,,MENS,SS TEES,$35.00 ,NoSupplier,$14.23 ,BNR,$35.00 ,$14.23 ,S,CRBK,San Francisco Giants,Inherited,8436,TSHIRT RAGLAN IMPRINT CLUB,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT RAGLAN IMPRINT CLUB,,MENS,SS TEES,$35.00 ,NoSupplier,$14.23 ,BNR,$35.00 ,$14.23 ,M,CRBK,San Francisco Giants,Inherited,8437,TSHIRT RAGLAN IMPRINT CLUB,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT RAGLAN IMPRINT CLUB,,MENS,SS TEES,$35.00 ,NoSupplier,$14.23 ,BNR,$35.00 ,$14.23 ,L,CRBK,San Francisco Giants,Inherited,8429,TSHIRT RAGLAN IMPRINT CLUB,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT RAGLAN IMPRINT CLUB,,MENS,SS TEES,$35.00 ,NoSupplier,$14.23 ,BNR,$35.00 ,$14.23 ,XL,CRBK,San Francisco Giants,Inherited,9412,TSHIRT RAGLAN IMPRINT CLUB,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT RAGLAN IMPRINT CLUB,,MENS,SS TEES,$35.00 ,NoSupplier,$14.23 ,BNR,$35.00 ,$14.23 ,XXL,CRBK,San Francisco Giants,Inherited,9849,TSHIRT RAGLAN IMPRINT CLUB,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT BLK ON BLK,,MENS,SS TEES,$39.00 ,NoSupplier,$15.00 ,EXP,$39.00 ,$15.00 ,S,BLK,San Francisco Giants,Inherited,3924,TSHIRT BLK ON BLK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT BLK ON BLK,,MENS,SS TEES,$39.00 ,NoSupplier,$15.00 ,EXP,$39.00 ,$15.00 ,M,BLK,San Francisco Giants,Inherited,300314,TSHIRT BLK ON BLK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT BLK ON BLK,,MENS,SS TEES,$39.00 ,NoSupplier,$15.00 ,EXP,$39.00 ,$15.00 ,L,BLK,San Francisco Giants,Inherited,16740,TSHIRT BLK ON BLK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT BLK ON BLK,,MENS,SS TEES,$39.00 ,NoSupplier,$15.00 ,EXP,$39.00 ,$15.00 ,XL,BLK,San Francisco Giants,Inherited,16292,TSHIRT BLK ON BLK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT BLK ON BLK,,MENS,SS TEES,$39.00 ,NoSupplier,$15.00 ,EXP,$39.00 ,$15.00 ,XXL,BLK,San Francisco Giants,Inherited,13112,TSHIRT BLK ON BLK,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S LINEAR,,MENS,SS TEES,$45.00 ,NoSupplier,$18.00 ,EXP,$45.00 ,$18.00 ,S,BLK,San Francisco Giants,Inherited,302773,TSHIRT L/S LINEAR,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S LINEAR,,MENS,SS TEES,$45.00 ,NoSupplier,$18.00 ,EXP,$45.00 ,$18.00 ,M,BLK,San Francisco Giants,Inherited,5725,TSHIRT L/S LINEAR,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S LINEAR,,MENS,SS TEES,$45.00 ,NoSupplier,$18.00 ,EXP,$45.00 ,$18.00 ,L,BLK,San Francisco Giants,Inherited,24530,TSHIRT L/S LINEAR,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S LINEAR,,MENS,SS TEES,$45.00 ,NoSupplier,$18.00 ,EXP,$45.00 ,$18.00 ,XL,BLK,San Francisco Giants,Inherited,5812,TSHIRT L/S LINEAR,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S LINEAR,,MENS,SS TEES,$45.00 ,NoSupplier,$18.00 ,EXP,$45.00 ,$18.00 ,XXL,BLK,San Francisco Giants,Inherited,5837,TSHIRT L/S LINEAR,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S MULTI HIT,,MENS,SS TEES,$45.00 ,NoSupplier,$18.00 ,EXP,$45.00 ,$18.00 ,S,GREY,San Francisco Giants,Inherited,20502,TSHIRT L/S MULTI HIT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S MULTI HIT,,MENS,SS TEES,$45.00 ,NoSupplier,$18.00 ,EXP,$45.00 ,$18.00 ,M,GREY,San Francisco Giants,Inherited,302748,TSHIRT L/S MULTI HIT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
,TSHIRT L/S MULTI HIT,,MENS,SS TEES,$45.00 ,NoSupplier,$18.00 ,EXP,$45.00 ,$18.00 ,L,GREY,San Francisco Giants,Inherited,306647,TSHIRT L/S MULTI HIT,MLB,,,TBD,,,Other,19SP,,,,,,,,757,Y,128A,Y,N,,,Default,jludena@ptpos.com
